,0,1,2,3,4,5,6,7,8,9,10
733,146,5,29,255,1.74657534246575,29,65,0.55952380952381,72,0,6
734,1695,5,339,2862,1.68849557522124,320,715,0.429760665972945,1164,0,6
735,501,40,12,883,1.7624750499002,89,242,0.552117263843648,244,1,4
736,299,19,15,395,1.32107023411371,20,131,0.432664756446991,186,2,2
737,53,7,7,77,1.45283018867925,5,20,0.742424242424242,23,2,2
738,1704,115,14,2255,1.32335680751174,192,520,0.440876656472987,865,2,1
739,0,1,0,0,1,0,1,0.1,0,2,0
740,98,6,16,182,1.85714285714286,20,29,0.660714285714286,49,0,5
741,1653,48,34,2347,1.41984271022384,168,599,0.45771958537916,916,1,4
742,1404,53,26,1952,1.39031339031339,134,482,0.423366834170854,779,1,3
743,654,48,13,1061,1.62232415902141,65,245,0.505390835579515,365,1,3
744,3232,156,20,4932,1.5259900990099,287,1038,0.28238269176735,1662,1,3
745,947,53,17,1352,1.42766631467793,89,340,0.422903516681695,512,2,2
746,1713,58,29,2425,1.41564506713368,158,640,0.411116937598322,914,1,3
747,1115,28,39,1495,1.34080717488789,79,336,0.463768115942029,620,1,4
748,3574,204,17,5388,1.50755456071628,367,1244,0.324107793153678,1899,1,3
749,1488,86,17,2449,1.64583333333333,166,539,0.412844036697248,779,1,4
750,847,51,16,1259,1.48642266824085,86,310,0.440803382663848,467,2,2
751,1262,30,42,1830,1.45007923930269,133,456,0.452432824981845,763,0,5
752,1733,76,22,2458,1.41834968263128,165,642,0.395855472901169,965,2,2
753,1264,36,35,1715,1.35680379746835,114,457,0.401727861771058,761,1,3
754,98,6,16,162,1.6530612244898,20,29,0.660714285714286,49,1,4
755,98,6,16,165,1.68367346938776,20,29,0.660714285714286,49,1,4
756,98,6,16,182,1.85714285714286,20,29,0.660714285714286,49,0,5
757,1164,47,24,1738,1.49312714776632,166,423,0.444961240310078,689,1,3
758,810,27,30,1592,1.96543209876543,158,333,0.515590200445434,376,0,6
759,1611,39,41,2231,1.38485412787089,155,589,0.385602678571429,915,1,4
760,98,6,16,171,1.74489795918367,20,29,0.660714285714286,49,0,5
761,1476,62,23,2410,1.63279132791328,204,558,0.422560975609756,812,1,4
762,1573,67,23,2236,1.42148760330579,165,555,0.399664617104528,915,1,3
763,1690,76,22,2411,1.42662721893491,173,589,0.432489451476793,975,1,3
764,16,2,8,39,2.4375,3,6,0.91304347826087,10,0,6
765,1512,59,25,2478,1.63888888888889,200,609,0.428236672524897,850,0,5
766,917,20,45,1310,1.42857142857143,96,354,0.505952380952381,522,0,5
767,16,2,8,37,2.3125,3,6,0.916666666666667,10,0,6
768,1071,44,24,1510,1.40989729225023,92,386,0.428925619834711,600,1,3
769,3978,122,32,5548,1.39467068878834,318,1436,0.195762711864407,2041,1,3
770,7990,502,15,10185,1.2747183979975,843,2228,0.188567445102823,3271,2,1
771,10226,628,16,14600,1.42773322902406,1184,3261,0.224054514480409,3791,2,2
772,4604,337,13,5524,1.19982623805387,404,1552,0.299009200283086,2302,2,0
773,872,35,24,1330,1.52522935779817,132,302,0.460285132382892,490,1,4
774,98,6,16,163,1.66326530612245,20,29,0.660714285714286,49,1,4
775,1254,74,16,1709,1.36283891547049,101,409,0.446320054017556,586,2,2
776,3312,191,17,5124,1.54710144927536,463,1159,0.374494949494949,1628,1,3
777,16476,352,46,22774,1.38225297402282,1345,6186,0.278103176391079,8438,0,5
778,819,49,16,1168,1.42612942612943,98,268,0.426364572605561,399,2,2
779,11139,704,15,14630,1.31340335757249,861,3665,0.211786906662796,5910,2,1
780,98,6,16,164,1.6734693877551,20,29,0.660714285714286,49,1,4
781,653,26,25,895,1.37059724349158,69,241,0.496598639455782,348,2,2
782,98,6,16,176,1.79591836734694,20,29,0.660714285714286,49,0,5
783,98,6,16,164,1.6734693877551,20,29,0.660714285714286,49,1,4
784,98,6,16,173,1.76530612244898,20,29,0.660714285714286,49,0,5
785,1054,62,17,1707,1.61954459203036,201,379,0.458849235251275,458,1,4
786,862,38,22,1384,1.60556844547564,117,286,0.537623762376238,445,1,4
787,442,25,17,605,1.36877828054299,33,152,0.523191094619666,209,2,2
788,1100,64,17,1841,1.67363636363636,220,411,0.455571227080395,484,1,4
789,98,6,16,165,1.68367346938776,20,29,0.660714285714286,49,1,4
790,806,39,20,1161,1.44044665012407,82,285,0.535078534031414,417,2,2
791,98,6,16,173,1.76530612244898,20,29,0.660714285714286,49,0,5
792,12429,246,50,17510,1.40880199533349,1096,4656,0.320529014042648,6467,0,5
793,98,6,16,168,1.71428571428571,20,29,0.660714285714286,49,1,4
794,648,21,30,943,1.45524691358025,88,243,0.533428165007112,327,1,4
795,4,1,4,9,2.25,2,3,0.5,2,0,6
796,1793,97,18,2470,1.37757947573899,174,580,0.435028248587571,845,2,2
797,282,10,28,431,1.52836879432624,41,104,0.634146341463415,141,1,4
798,98,6,16,168,1.71428571428571,20,29,0.660714285714286,49,1,4
799,1142,14,81,1604,1.4045534150613,123,449,0.402679275019701,539,0,6
800,98,6,16,167,1.70408163265306,20,29,0.660714285714286,49,1,4
801,98,6,16,165,1.68367346938776,20,29,0.660714285714286,49,1,4
802,98,6,16,173,1.76530612244898,20,29,0.660714285714286,49,0,5
803,887,26,34,1298,1.46335963923337,94,316,0.478352692713833,477,1,4
804,98,6,16,176,1.79591836734694,20,29,0.660714285714286,49,0,5
805,98,6,16,185,1.88775510204082,20,29,0.660714285714286,49,0,5
806,16,2,8,39,2.4375,3,6,0.91304347826087,10,0,6
807,107,10,10,240,2.24299065420561,26,44,0.688524590163934,37,0,6
808,1242,47,26,1777,1.43075684380032,199,381,0.468859342197341,665,1,3
809,408,20,20,644,1.57843137254902,56,144,0.560344827586207,221,1,4
810,849,57,14,1298,1.52885747938751,138,194,0.461375661375661,506,1,3
811,16,2,8,34,2.125,3,6,0.91304347826087,10,0,6
812,2185,83,26,3234,1.48009153318078,222,679,0.382569558101473,1198,1,4
813,1284,52,24,2259,1.75934579439252,244,437,0.494547787042976,566,0,5
814,11670,963,12,19115,1.63796058269066,1992,3712,0.25298252402141,5674,1,3
815,1378,40,34,1961,1.42307692307692,135,455,0.405104712041885,796,1,4
816,464,35,13,878,1.89224137931034,83,196,0.562962962962963,229,0,5
817,98,6,16,170,1.73469387755102,20,29,0.660714285714286,49,0,5
818,13059,298,43,18398,1.40883681752048,1150,4830,0.315114568005045,6955,0,5
819,374,26,14,743,1.98663101604278,104,131,0.662192393736018,151,0,6
820,2481,73,33,3430,1.38250705360742,209,821,0.424981522542498,1425,1,3
821,1172,46,25,1690,1.4419795221843,136,397,0.463142218912882,682,1,3
822,650,42,15,1131,1.74,154,251,0.418867924528302,343,0,5
823,925,28,33,1392,1.50486486486486,111,319,0.461847389558233,497,1,4
824,446,35,12,677,1.51793721973094,52,142,0.560878243512974,220,2,2
825,985,42,23,1639,1.66395939086294,179,398,0.542881646655232,586,0,5
826,1029,51,20,1685,1.63751214771623,195,339,0.458008658008658,601,1,4
827,1417,42,33,1976,1.39449541284404,141,464,0.449906658369633,774,1,4
828,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
829,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
830,53,7,7,74,1.39622641509434,5,20,0.742424242424242,23,2,1
831,2073,136,15,3372,1.62662807525326,350,865,0.391735537190083,1048,1,4
832,2775,107,25,4214,1.51855855855856,410,1201,0.313931297709924,1565,1,4
833,53,7,7,73,1.37735849056604,5,20,0.742424242424242,23,2,1
834,15783,1251,12,25736,1.63061521890642,2955,5703,0.222380748561373,7653,1,3
835,1677,82,20,2678,1.5968992248062,325,571,0.376776090151886,934,1,4
836,98,6,16,164,1.6734693877551,20,29,0.660714285714286,49,1,4
837,1098,23,47,1689,1.53825136612022,211,448,0.336448598130841,536,0,6
838,2511,84,29,3759,1.49701314217443,316,1119,0.323066153307665,1498,1,4
839,3626,213,17,5634,1.55377826806398,604,1473,0.203305785123967,1801,1,3
840,53,7,7,74,1.39622641509434,5,20,0.742424242424242,23,2,1
841,4,1,4,9,2.25,2,3,0.5,2,0,6
842,544,8,68,869,1.59742647058824,112,206,0.561101549053356,288,0,6
843,98,6,16,164,1.6734693877551,20,29,0.660714285714286,49,1,4
844,714,22,32,1210,1.69467787114846,177,284,0.488962472406181,409,0,5
845,604,14,43,1067,1.76655629139073,150,272,0.58761329305136,310,0,6
846,385,24,16,601,1.56103896103896,49,147,0.442922374429224,173,1,3
847,713,39,18,1457,2.04347826086957,149,280,0.49017199017199,327,0,6
848,1985,90,22,3615,1.82115869017632,465,844,0.437053571428571,953,0,5
849,98,6,16,170,1.73469387755102,20,29,0.660714285714286,49,0,5
850,950,37,25,1491,1.56947368421053,185,346,0.401606425702811,488,1,4
851,723,16,45,1487,2.0567081604426,261,266,0.465233881163085,403,0,6
852,1603,87,18,4232,2.64004990642545,647,892,0.486981677917068,527,0,6
853,4387,312,14,7482,1.70549350353317,926,1616,0.334438820038401,1994,1,4
854,2464,139,17,3607,1.46387987012987,323,1046,0.283282260810351,1175,2,2
855,948,26,36,1800,1.89873417721519,253,369,0.443233424159855,512,0,6
856,98,6,16,167,1.70408163265306,20,29,0.660714285714286,49,1,4
857,1999,122,16,3109,1.55527763881941,324,714,0.401927912824811,1085,1,3
858,1308,46,28,1931,1.4762996941896,220,463,0.461588969139856,634,1,4
859,480,32,15,894,1.8625,103,208,0.563356164383562,166,0,5
860,1979,67,29,3545,1.79130874178878,421,937,0.433638899960144,696,0,6
861,7772,506,15,12793,1.64603705609882,1327,2972,0.264287936936002,4085,1,4
862,98,6,16,167,1.70408163265306,20,29,0.660714285714286,49,1,4
863,1410,49,28,2716,1.92624113475177,332,537,0.433041301627034,692,0,6
864,731,28,26,1073,1.46785225718194,136,277,0.526980482204363,363,1,3
865,2804,169,16,4106,1.46433666191156,348,1021,0.387047268262738,1498,2,2
866,1675,40,41,3311,1.97671641791045,441,612,0.376372190277052,980,0,6
867,10690,214,49,15410,1.44153414405987,1135,3943,0.324679850161164,5617,0,5
868,1092,15,72,2289,2.09615384615385,332,403,0.41299117882919,690,0,6
869,698,18,38,1319,1.88968481375358,177,244,0.49234693877551,380,0,6
870,1053,28,37,1951,1.85280151946819,219,491,0.516239316239316,467,0,6
871,1203,40,30,1790,1.4879467996675,216,549,0.372423596304193,593,1,4
872,294,27,10,742,2.52380952380952,57,129,0.571428571428571,107,0,6
873,379,11,34,553,1.45910290237467,64,148,0.54,181,1,4
874,254,16,15,534,2.10236220472441,66,127,0.561933534743202,86,0,6
875,1389,9,154,2780,2.00143988480922,474,528,0.397856242118537,689,0,6
876,686,47,14,1085,1.58163265306122,104,255,0.404761904761905,354,1,3
877,98,6,16,163,1.66326530612245,20,29,0.660714285714286,49,1,4
878,1045,25,41,2240,2.14354066985646,316,371,0.458684654300169,540,0,6
879,733,44,16,1510,2.0600272851296,159,263,0.470862470862471,336,0,6
880,482,27,17,844,1.75103734439834,123,229,0.46262341325811,207,0,5
881,1010,30,33,1853,1.83465346534653,233,371,0.429794520547945,540,0,6
882,1482,56,26,2235,1.5080971659919,193,523,0.400471142520613,809,1,4
883,529,32,16,1053,1.99054820415879,130,249,0.512383900928793,215,0,6
884,956,12,79,1820,1.90376569037657,252,366,0.458767772511848,556,0,6
885,288,9,32,553,1.92013888888889,88,142,0.647230320699708,139,0,6
886,320,19,16,497,1.553125,42,107,0.596354166666667,148,1,3
887,455,23,19,745,1.63736263736264,87,193,0.450261780104712,245,1,4
888,1576,64,24,2309,1.46510152284264,184,573,0.396689497716895,797,1,3
889,98,6,16,167,1.70408163265306,20,29,0.660714285714286,49,1,4
890,2283,104,21,3120,1.36662286465177,213,813,0.38288116163546,1203,2,2
891,53,7,7,75,1.41509433962264,5,20,0.742424242424242,23,2,1
892,645,30,21,1000,1.55038759689923,113,209,0.526315789473684,349,1,4
893,903,39,23,1429,1.58250276854928,152,313,0.467380720545278,471,1,4
894,1447,60,24,1968,1.36005528680028,159,459,0.426594464500602,621,2,2
895,734,64,11,1029,1.40190735694823,66,248,0.616891064871481,405,2,2
896,1796,51,35,2544,1.41648106904232,193,555,0.413173652694611,948,1,4
897,53,7,7,80,1.50943396226415,6,20,0.742424242424242,23,2,2
898,990,44,22,1643,1.65959595959596,180,373,0.471428571428571,486,0,5
899,940,34,27,1368,1.45531914893617,124,347,0.458333333333333,499,1,3
900,917,38,24,1371,1.49509269356598,123,354,0.479127134724858,494,1,4
901,4398,195,22,6866,1.56116416552979,666,1552,0.373234058801069,1970,1,4
902,1749,80,21,2621,1.49857061177816,215,595,0.447223611805903,915,1,3
903,1250,58,21,1595,1.276,123,377,0.405509288917361,619,2,2
904,826,55,15,1202,1.45520581113801,79,309,0.446280991735537,407,2,2
905,94,7,13,142,1.51063829787234,8,43,0.672897196261682,57,2,2
906,715,33,21,1173,1.64055944055944,122,283,0.520050125313283,383,1,4
907,98,6,16,175,1.78571428571429,20,29,0.660714285714286,49,0,5
908,1236,60,20,1834,1.48381877022654,165,432,0.366096866096866,667,1,3
909,1559,58,26,2447,1.56959589480436,243,593,0.451834862385321,777,1,4
910,547,29,18,853,1.55941499085923,70,188,0.496904024767802,266,1,3
911,902,27,33,1471,1.63082039911308,121,316,0.571571571571572,403,0,5
912,1493,59,25,2205,1.47689216342934,194,462,0.443317422434368,767,1,3
913,317,17,18,474,1.49526813880126,36,151,0.515815085158151,132,1,3
914,7239,148,48,11279,1.55808813372013,1160,2702,0.326001769687776,3959,0,6
915,1323,61,21,2068,1.56311413454271,178,528,0.361022364217252,755,1,4
916,1,1,1,3,3,1,2,1,1,0,6
917,16,2,8,30,1.875,3,7,0.91304347826087,10,0,5
918,15686,1170,13,22870,1.45798801479026,2190,4972,0.165495632358526,5801,2,2
919,16,2,8,39,2.4375,4,6,0.91304347826087,10,0,6
920,1132,7,161,1590,1.40459363957597,131,400,0.504251700680272,584,0,6
921,3159,19,166,3726,1.17948717948718,233,1073,0.248950209958008,1504,0,6
922,1022,47,21,1868,1.82778864970646,149,400,0.484265734265734,504,0,5
923,1458,36,40,2627,1.80178326474623,284,527,0.442228739002932,781,0,6
924,1391,18,77,1798,1.29259525521208,117,451,0.400895140664962,601,0,6
925,5969,278,21,8063,1.3508125314123,817,1583,0.179433805162365,2653,2,2
926,5379,357,15,8426,1.56646216768916,731,1969,0.285870927318296,2841,1,3
927,90,5,18,125,1.38888888888889,7,35,0.65,58,2,2
928,616,21,29,1024,1.66233766233766,71,265,0.536964980544747,291,0,5
929,12111,325,37,16796,1.38683841136157,996,4378,0.215922890103218,6335,1,4
930,2660,103,25,3703,1.39210526315789,281,910,0.305601048149361,1388,1,3
931,16,2,8,35,2.1875,3,6,0.916666666666667,10,0,6
932,77,3,25,69,0.896103896103896,4,25,0.928571428571429,18,2,0
933,4749,191,24,7438,1.56622446830912,549,1694,0.273937153419593,2281,1,4
934,618,21,29,794,1.28478964401295,48,252,0.532163742690059,364,2,2
935,220,5,44,366,1.66363636363636,31,82,0.62109375,108,0,6
936,98,6,16,166,1.69387755102041,20,29,0.660714285714286,49,1,4
937,1885,136,13,2974,1.57771883289125,286,699,0.404005224205485,666,1,3
938,1703,219,7,2731,1.60364063417499,215,641,0.28936170212766,492,2,2
939,2849,38,74,4476,1.57107757107757,342,1178,0.470071827613727,810,0,6
940,2001,113,17,2344,1.17141429285357,108,712,0.280610021786492,961,2,0
941,618,7,88,858,1.38834951456311,57,223,0.383928571428571,342,0,6
942,98,6,16,170,1.73469387755102,20,29,0.660714285714286,49,0,5
943,3339,38,87,6031,1.806229410003,609,1423,0.355777509901843,667,0,6
944,2053,102,20,2878,1.40185094982952,224,609,0.325531914893617,1109,2,2
945,53,7,7,75,1.41509433962264,5,20,0.742424242424242,23,2,1
946,1081,33,32,1783,1.64939870490287,161,398,0.333825701624815,315,0,5
947,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
948,732,25,29,1308,1.78688524590164,162,300,0.584170854271357,370,0,6
949,2114,123,17,2861,1.35335856196783,159,802,0.324845995893224,1077,2,2
950,16332,1203,13,25357,1.55259613029635,2232,5982,0.239208966283809,7403,1,3
951,213,15,14,330,1.54929577464789,25,70,0.72,56,1,3
952,2940,159,18,4056,1.37959183673469,274,1070,0.259548872180451,1582,2,2
953,1857,92,20,2697,1.45234248788368,231,656,0.297932330827068,968,1,3
954,625,22,28,823,1.3168,43,211,0.323922734026746,384,2,2
955,887,53,16,1254,1.41375422773393,97,322,0.396744659206511,551,2,2
956,69,7,9,98,1.42028985507246,12,38,0.747252747252747,45,2,2
957,98,6,16,159,1.62244897959184,20,29,0.660714285714286,49,1,4
958,98,6,16,160,1.63265306122449,20,29,0.660714285714286,49,1,4
959,98,6,16,162,1.6530612244898,20,29,0.660714285714286,49,1,4
960,9,1,9,15,1.66666666666667,1,6,1,2,1,3
961,966,33,29,1680,1.73913043478261,190,350,0.485267034990792,488,0,5
962,518,17,30,905,1.74710424710425,96,206,0.569747899159664,267,0,6
963,58,2,29,94,1.62068965517241,11,21,0.73015873015873,45,0,5
964,357,12,29,541,1.51540616246499,52,144,0.626984126984127,218,1,4
965,395,24,16,880,2.22784810126582,89,197,0.59656652360515,175,0,6
966,1650,86,19,2216,1.3430303030303,187,561,0.457582184517497,882,2,2
967,1204,37,32,1709,1.41943521594684,135,389,0.481845688350983,676,1,4
968,1347,74,18,1951,1.44840386043059,103,424,0.279158699808795,800,2,2
969,294,28,10,401,1.36394557823129,19,90,0.370689655172414,169,2,1
970,4341,350,12,5996,1.38124856023958,438,1282,0.326677006591702,2008,2,2
971,98,6,16,164,1.6734693877551,20,29,0.660714285714286,49,1,4
972,98,6,16,167,1.70408163265306,20,29,0.660714285714286,49,1,4
973,3183,182,17,4322,1.35783851712221,279,1054,0.298601951991559,1659,2,2
974,15,3,5,898,59.8666666666667,8,224,0.134,112,0,6
975,107,4,26,324,3.02803738317757,36,58,0.585365853658537,34,0,6
976,337,16,21,578,1.71513353115727,64,132,0.646276595744681,211,0,5
977,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
978,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
979,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
980,208,6,34,315,1.51442307692308,41,77,0.607142857142857,127,0,5
981,357,30,11,521,1.4593837535014,52,107,0.682692307692308,188,2,2
982,10250,705,14,16073,1.56809756097561,1781,3009,0.243449781659389,5327,1,3
983,2073,129,16,2836,1.3680656054028,196,753,0.328013439731205,1098,2,2
984,1257,66,19,1917,1.52505966587112,179,442,0.41407867494824,617,1,3
985,353,6,58,1053,2.98300283286119,140,154,0.691542288557214,131,0,6
986,17,2,8,34,2,3,10,0.678571428571429,8,0,6
987,815,19,42,1292,1.58527607361963,149,285,0.356898517673888,418,0,5
988,3785,48,78,7654,2.0221928665786,1380,1189,0.246039603960396,2224,0,6
989,1355,63,21,2178,1.60738007380074,235,475,0.426032110091743,637,1,4
990,1590,121,13,2545,1.60062893081761,271,543,0.427698574338086,799,1,3
991,1388,72,19,2049,1.47622478386167,203,462,0.444373401534527,788,1,3
992,9,1,9,13,1.44444444444444,1,4,1,3,2,2
993,1585,66,24,2557,1.61324921135647,258,536,0.437293729372937,805,1,4
994,600,27,22,818,1.36333333333333,62,204,0.509246088193457,322,2,2
995,2735,178,15,3982,1.45594149908592,357,902,0.375,1472,2,2
996,1363,34,40,2078,1.52457813646368,192,510,0.47771124417831,799,0,5
997,1635,128,12,2570,1.57186544342508,264,505,0.385823025689819,817,1,3
998,562,22,25,949,1.68861209964413,114,141,0.439178515007899,283,0,5
999,1361,133,10,2117,1.55547391623806,216,427,0.401352874859076,594,2,2
1000,1349,63,21,1790,1.32690882134915,122,380,0.365556978233035,722,2,2
1001,924,42,22,1241,1.34307359307359,102,318,0.443589743589744,468,2,2
1002,1411,97,14,2275,1.61233167965982,253,453,0.392156862745098,718,1,3
1003,608,9,67,997,1.63980263157895,124,192,0.393393393393393,422,0,6
1004,1170,40,29,1882,1.60854700854701,207,387,0.393984962406015,777,0,5
1005,800,16,50,1437,1.79625,212,281,0.417350527549824,465,0,6
1006,1447,75,19,2213,1.52937111264686,202,519,0.366961651917404,736,1,3
1007,58,3,19,86,1.48275862068966,8,13,0.769230769230769,7,1,3
1008,2086,125,16,2727,1.30728667305849,205,772,0.301560522986082,1100,2,2
1009,1,1,1,1,1,0,1,1,0,2,0
1010,13845,891,15,22330,1.61285662694113,2243,4706,0.211569783768604,6666,1,4
1011,2277,132,17,3154,1.38515590689504,237,829,0.345599393019727,1213,2,2
1012,7,1,7,10,1.42857142857143,1,4,1,1,2,2
1013,307,18,17,507,1.6514657980456,55,92,0.64819944598338,101,1,4
1014,6,1,6,8,1.33333333333333,0,3,0.857142857142857,2,2,1
1015,1153,41,28,1750,1.51777970511709,169,426,0.48382126348228,617,1,4
1016,1834,67,27,2588,1.41112322791712,215,621,0.394296951819076,1049,1,3
1017,98,6,16,161,1.64285714285714,20,29,0.660714285714286,49,1,4
1018,0,1,0,0,1,0,1,0.1,0,2,0
1019,67,6,11,107,1.59701492537313,11,22,0.703703703703704,34,1,3
1020,98,6,16,159,1.62244897959184,19,29,0.660714285714286,49,1,4
1021,3047,124,24,4966,1.629799803085,476,1228,0.265384615384615,1523,0,5
1022,2453,89,27,3691,1.50468813697513,327,786,0.28899416909621,1296,1,4
1023,1906,92,20,2741,1.43809024134313,195,628,0.321209258384506,995,2,2
1024,5553,300,18,8164,1.47019629029354,660,1919,0.267808979850865,3118,2,2
1025,191,2,95,335,1.75392670157068,41,77,0.679425837320574,93,0,6
1026,98,6,16,161,1.64285714285714,20,29,0.660714285714286,49,1,4
1027,554,23,24,877,1.58303249097473,95,180,0.456451612903226,350,1,4
1028,474,2,237,840,1.77215189873418,108,152,0.704453441295546,216,0,6
1029,71,2,35,124,1.74647887323944,13,33,0.753246753246753,33,0,6
1030,2069,137,15,3103,1.49975833736104,217,681,0.331587429492345,1080,2,2
1031,72,1,72,91,1.26388888888889,7,19,0.506493506493506,30,0,6
1032,317,14,22,683,2.15457413249211,52,126,0.597058823529412,198,0,6
1033,964,25,38,1835,1.90352697095436,211,344,0.53125,437,0,6
1034,815,30,27,1330,1.6319018404908,120,322,0.496208017334778,459,0,5
1035,98,6,16,163,1.66326530612245,20,29,0.660714285714286,49,1,4
1036,98,6,16,159,1.62244897959184,20,29,0.660714285714286,49,1,4
1037,307,14,21,486,1.58306188925081,57,97,0.594520547945205,166,1,4
1038,53,7,7,73,1.37735849056604,5,20,0.742424242424242,23,2,1
1039,13102,843,15,21779,1.66226530300717,2408,4276,0.212937842889009,6273,1,4
1040,2083,55,37,3812,1.83005280844935,386,744,0.4921875,955,0,6
1041,1900,119,15,2612,1.37473684210526,167,701,0.308476146364057,938,2,2
1042,2567,88,29,3775,1.47058823529412,322,937,0.349300699300699,1279,1,4
1043,1107,54,20,1709,1.54381210478771,129,360,0.502411575562701,477,1,4
1044,98,6,16,163,1.66326530612245,20,29,0.660714285714286,49,1,4
1045,53,7,7,73,1.37735849056604,5,20,0.742424242424242,23,2,1
1046,37,2,18,66,1.78378378378378,5,12,0.829268292682927,13,0,5
1047,2171,101,21,3379,1.55642561031783,329,768,0.363810252486611,1047,1,4
1048,249,12,20,390,1.56626506024096,30,59,0.579661016949153,91,1,4
1049,4005,246,16,8537,2.13158551810237,1293,1645,0.298791361204676,1764,0,6
1050,1431,62,23,2432,1.6995108315863,224,449,0.438831405964699,639,0,5
1051,1423,39,36,2152,1.512297962052,195,513,0.467895740623013,824,0,5
1052,1748,78,22,2576,1.47368421052632,208,447,0.392254220456802,962,1,3
1053,770,4,192,1128,1.46493506493507,64,214,0.48491879350348,337,0,6
1054,1368,24,57,2097,1.53289473684211,210,507,0.497668221185876,771,0,6
1055,98,6,16,183,1.86734693877551,20,29,0.660714285714286,49,0,5
1056,867,39,22,1127,1.29988465974625,94,301,0.474311926605505,444,2,2
1057,705,27,26,1186,1.6822695035461,100,239,0.484412470023981,352,0,5
1058,53,7,7,73,1.37735849056604,3,18,0.742424242424242,23,2,1
1059,16,2,8,41,2.5625,3,7,0.91304347826087,10,0,6
1060,16,2,8,35,2.1875,4,6,0.91304347826087,10,0,6
1061,655,23,28,1499,2.28854961832061,233,236,0.4375,231,0,6
1062,319,16,19,549,1.72100313479624,68,110,0.655660377358491,154,0,5
1063,1285,41,31,2035,1.58365758754864,232,352,0.371777476255088,668,0,5
1064,0,1,0,0,1,0,1,0.1,0,2,0
1065,2145,43,49,3430,1.5990675990676,299,629,0.235731039874902,1018,0,6
1066,307,6,51,475,1.54723127035831,38,111,0.55952380952381,157,0,6
1067,135,10,13,248,1.83703703703704,20,33,0.751515151515152,21,0,5
1068,37,2,18,59,1.59459459459459,4,23,0.857142857142857,15,1,4
1069,653,44,14,1272,1.947932618683,123,298,0.48714953271028,310,0,6
1070,3353,205,16,4563,1.3608708619147,282,1265,0.212675350701403,1856,2,2
1071,16,2,8,33,2.0625,3,6,0.91304347826087,10,0,6
1072,154,7,22,287,1.86363636363636,19,71,0.544943820224719,67,0,6
1073,1961,148,13,2584,1.31769505354411,133,771,0.312472259209942,984,2,1
1074,16,2,8,33,2.0625,3,6,0.91304347826087,10,0,6
1075,98,6,16,166,1.69387755102041,20,29,0.660714285714286,49,1,4
1076,9301,735,12,14707,1.58122782496506,1328,3724,0.242316784869976,4115,1,3
1077,133,5,26,328,2.46616541353383,42,73,0.666666666666667,33,0,6
1078,36,4,9,56,1.55555555555556,6,10,0.867924528301887,0,2,2
1079,6,1,6,9,1.5,0,5,1,3,2,2
1080,632,47,13,1322,2.09177215189873,139,243,0.499396863691194,49,0,6
1081,0,1,0,0,1,0,1,0.1,0,2,0
1082,820,50,16,1554,1.89512195121951,160,382,0.471774193548387,131,0,5
1083,217,8,27,380,1.75115207373272,29,93,0.619607843137255,118,0,5
1084,928,5,185,1328,1.43103448275862,101,397,0.392215568862275,489,0,6
1085,234,7,33,357,1.52564102564103,41,111,0.648854961832061,134,0,5
1086,1031,67,15,1400,1.35790494665373,124,426,0.479609929078014,510,2,2
1087,237,10,23,399,1.68354430379747,24,124,0.532846715328467,101,0,5
1088,2254,162,13,2896,1.28482697426797,151,832,0.260771824653428,1200,2,1
1089,6,1,6,12,2,2,6,1,1,0,5
1090,98,6,16,167,1.70408163265306,20,29,0.660714285714286,49,1,4
1091,7,1,7,10,1.42857142857143,1,6,1,2,2,2
1092,632,16,39,844,1.33544303797468,45,213,0.390648567119155,249,1,4
1093,119,12,9,184,1.54621848739496,14,56,0.717241379310345,64,2,2
1094,98,6,16,165,1.68367346938776,20,29,0.660714285714286,49,1,4
1095,773,39,19,1126,1.45666235446313,85,307,0.514253135689852,412,2,2
1096,1790,91,19,2410,1.3463687150838,132,683,0.318160488033787,915,2,2
1097,1297,106,12,1819,1.40246723207402,140,522,0.333774834437086,603,2,2
1098,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
1099,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
1100,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
1101,390,19,20,606,1.55384615384615,47,174,0.543726235741445,174,1,4
1102,8080,344,23,11963,1.48056930693069,976,3041,0.340471555267143,4047,1,3
1103,98,6,16,169,1.72448979591837,20,29,0.660714285714286,49,0,5
1104,390,19,20,606,1.55384615384615,47,174,0.543726235741445,174,1,4
1105,1908,86,22,2718,1.42452830188679,189,845,0.338323353293413,975,1,3
1106,8329,513,16,13676,1.64197382638972,1413,3298,0.298964218455744,4019,1,4
1107,1982,102,19,3213,1.62108980827447,311,721,0.411006018916595,870,1,4
1108,98,6,16,166,1.69387755102041,20,29,0.660714285714286,49,1,4
1109,98,6,16,162,1.6530612244898,20,29,0.660714285714286,49,1,4
