,0,1,2,3,4,5,6,7,8,9,10
110,202,10,20,516,2.55445544554455,76,95,0.773722627737226,48,0,6
111,98,6,16,160,1.63265306122449,20,29,0.660714285714286,49,1,4
112,98,6,16,161,1.64285714285714,20,29,0.660714285714286,49,1,4
113,442,21,21,636,1.43891402714932,62,173,0.463073852295409,249,1,3
114,306,16,19,482,1.57516339869281,48,130,0.604105571847507,160,1,4
115,327,7,46,518,1.58409785932722,70,120,0.487534626038781,217,0,6
116,878,25,35,1289,1.46810933940775,109,324,0.500521376433785,504,1,4
117,66,13,5,218,3.3030303030303,22,28,0.481751824817518,34,0,6
118,48,1,48,70,1.45833333333333,8,26,0.879310344827586,16,0,5
119,1467,30,48,2256,1.53783231083845,240,565,0.40537084398977,785,0,6
120,2534,112,22,4010,1.58247829518548,436,855,0.250086355785838,1365,1,4
121,98,6,16,161,1.64285714285714,20,29,0.660714285714286,49,1,4
122,327,11,29,506,1.5474006116208,49,105,0.620879120879121,203,1,4
123,752,17,44,1159,1.54122340425532,157,233,0.522208883553421,385,0,5
124,2468,161,15,4185,1.69570502431118,521,807,0.338751625487646,1156,1,4
125,3249,161,20,5520,1.69898430286242,629,1012,0.32520325203252,1587,0,5
126,1433,69,20,2014,1.40544312630844,142,480,0.306573589296102,658,2,2
127,849,38,22,1341,1.57950530035336,152,287,0.441558441558442,500,1,4
128,98,6,16,162,1.6530612244898,20,29,0.660714285714286,49,1,4
129,1584,55,28,2362,1.49116161616162,263,498,0.410907127429806,758,1,4
130,1073,51,21,1674,1.56011183597391,173,362,0.515073212747631,576,1,4
131,464,32,14,850,1.83189655172414,100,150,0.553511705685619,181,0,5
132,98,6,16,161,1.64285714285714,20,29,0.660714285714286,49,1,4
133,98,6,16,177,1.80612244897959,20,29,0.663716814159292,49,0,5
134,1716,26,66,2555,1.48892773892774,110,561,0.422592032274332,368,0,6
135,236,16,14,338,1.43220338983051,28,66,0.598540145985402,101,2,2
136,892,29,30,1444,1.61883408071749,178,320,0.429906542056075,513,0,5
137,1135,73,15,2014,1.77444933920705,171,370,0.412518853695324,577,0,5
138,1,1,1,4,4,1,2,1,0,0,6
139,1958,26,75,3724,1.90194075587334,538,584,0.247074707470747,1102,0,6
140,98,6,16,164,1.6734693877551,20,29,0.660714285714286,49,1,4
141,98,6,16,175,1.78571428571429,20,29,0.660714285714286,49,0,5
142,2966,154,19,3819,1.2875927174646,298,881,0.399491812535291,1492,2,2
143,98,6,16,164,1.6734693877551,20,29,0.660714285714286,49,1,4
144,12730,681,18,19429,1.52623723487824,1577,4791,0.10872620416507,6194,1,3
145,2289,150,15,3116,1.36129314110966,188,747,0.299889339727038,1063,2,2
146,5037,426,11,5022,0.997022036926742,565,982,0.34456275091639,1395,2,0
147,53,7,7,78,1.47169811320755,6,17,0.742424242424242,23,2,2
148,98,6,16,164,1.6734693877551,20,29,0.660714285714286,49,1,4
149,143,12,11,200,1.3986013986014,16,48,0.666666666666667,76,2,2
150,411,19,21,657,1.5985401459854,71,131,0.676274944567628,202,1,4
151,98,6,16,161,1.64285714285714,20,29,0.660714285714286,49,1,4
152,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
153,98,6,16,162,1.6530612244898,20,29,0.660714285714286,49,1,4
154,1193,50,23,1760,1.47527242246438,206,403,0.480173035328046,601,1,3
155,1815,120,15,2899,1.59724517906336,366,644,0.388501742160279,833,1,3
156,1285,67,19,1948,1.515953307393,176,426,0.408205841446453,699,1,3
157,1186,63,18,2177,1.83558178752108,276,460,0.501366120218579,550,0,5
158,2415,134,18,3300,1.36645962732919,295,983,0.297715289982425,1181,2,2
159,1634,50,32,2818,1.72460220318237,314,636,0.430555555555556,604,0,6
160,298,20,14,453,1.52013422818792,44,90,0.68169014084507,113,2,2
161,98,6,16,163,1.66326530612245,20,29,0.660714285714286,49,1,4
162,0,1,0,0,1,0,1,0.1,0,2,0
163,1233,64,19,1807,1.46553122465531,187,394,0.456552706552707,690,1,3
164,1454,67,21,1879,1.29229711141678,145,473,0.505344418052257,762,2,2
165,711,27,26,1124,1.58087201125176,136,261,0.466921119592875,415,1,4
166,0,1,0,0,1,0,1,0.1,0,2,0
167,98,6,16,162,1.6530612244898,20,29,0.660714285714286,49,1,4
168,2851,204,13,4168,1.46194317783234,379,1129,0.333633363336334,1666,2,2
169,64,7,9,98,1.53125,6,26,0.764705882352941,35,2,2
170,1686,125,13,2376,1.40925266903915,232,584,0.449466734382936,805,2,2
171,405,17,23,676,1.66913580246914,79,164,0.634453781512605,211,0,5
172,0,1,0,0,1,0,1,0.1,0,2,0
173,1407,67,21,2088,1.48400852878465,215,528,0.471888818698673,794,1,3
174,6,1,6,11,1.83333333333333,2,5,1,1,1,4
175,11,1,11,17,1.54545454545455,1,6,0.846153846153846,6,2,2
176,3102,170,18,3552,1.14506769825919,149,938,0.126202914489964,1176,2,0
177,363,25,14,680,1.8732782369146,84,140,0.650234741784038,138,0,5
178,98,6,16,161,1.64285714285714,20,29,0.660714285714286,49,1,4
179,7181,608,11,9581,1.33421529034953,804,2045,0.188702324029801,3254,2,1
180,2821,140,20,3303,1.17086139666785,262,862,0.398354160316976,1404,2,1
181,98,6,16,169,1.72448979591837,20,29,0.660714285714286,49,0,5
182,2606,94,27,3924,1.50575594781274,407,1024,0.412933753943218,1347,1,4
183,98,6,16,166,1.69387755102041,20,29,0.660714285714286,49,1,4
184,512,25,20,734,1.43359375,65,191,0.485981308411215,281,2,2
185,98,6,16,166,1.69387755102041,20,29,0.660714285714286,49,1,4
186,614,35,17,920,1.49837133550489,74,203,0.486713286713287,313,1,3
187,339,16,21,523,1.54277286135693,46,138,0.631067961165049,172,1,4
188,99,6,16,122,1.23232323232323,2,49,0.669565217391304,52,2,1
189,455,25,18,769,1.69010989010989,92,174,0.539583333333333,266,1,4
190,715,32,22,975,1.36363636363636,67,268,0.488372093023256,366,2,2
191,1896,89,21,2646,1.39556962025316,190,770,0.370277078085642,1013,2,2
192,1146,53,21,1872,1.63350785340314,180,601,0.325245901639344,500,1,4
193,594,26,22,855,1.43939393939394,68,212,0.446587537091988,351,1,3
194,830,48,17,1060,1.27710843373494,48,318,0.320043103448276,529,2,1
195,5,1,5,8,1.6,2,4,0.6,2,2,2
196,695,45,15,1307,1.88057553956835,145,290,0.47286012526096,293,0,5
197,2169,140,15,4009,1.84831719686491,567,1245,0.165761416214041,1295,0,5
198,1537,101,15,2479,1.61288223812622,214,486,0.281219272369715,921,1,4
199,2241,148,15,3628,1.61892012494422,372,979,0.315872020075282,1190,1,4
200,98,6,16,168,1.71428571428571,20,29,0.660714285714286,49,1,4
201,53,7,7,82,1.54716981132075,5,20,0.742424242424242,23,2,2
202,861,41,21,1279,1.48548199767712,182,338,0.314259763851044,404,1,3
203,1582,107,14,2280,1.44121365360303,189,575,0.287693127330847,967,2,2
204,1819,95,19,2613,1.43650357339197,188,649,0.335386072951208,941,2,2
205,1335,66,20,1986,1.4876404494382,168,555,0.431641791044776,795,1,3
206,1578,101,15,2100,1.33079847908745,70,675,0.257238307349666,904,2,2
207,751,53,14,1107,1.47403462050599,96,298,0.392265193370166,399,2,2
208,2171,107,20,3148,1.45002303086135,290,747,0.256346233874324,1363,1,3
209,1112,29,38,2143,1.9271582733813,339,509,0.613302397525135,600,0,6
210,243,15,16,373,1.53497942386831,32,102,0.57439446366782,126,1,3
211,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
212,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
213,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
214,3540,133,26,4998,1.41186440677966,360,1250,0.344569288389513,1759,1,3
215,98,6,16,171,1.74489795918367,20,29,0.660714285714286,49,0,5
216,5684,315,18,7257,1.27674173117523,456,1830,0.238221828385763,2836,2,1
217,98,6,16,169,1.72448979591837,20,29,0.660714285714286,49,0,5
218,16,2,8,42,2.625,4,7,0.916666666666667,10,0,6
219,16,2,8,34,2.125,3,7,0.91304347826087,10,0,6
220,1917,77,24,2791,1.45592070944184,180,601,0.33228417266187,930,1,3
221,2228,115,19,3475,1.5596947935368,375,694,0.387629658086823,1215,1,4
222,16,2,8,33,2.0625,3,6,0.91304347826087,10,0,6
223,2410,277,8,3312,1.37427385892116,351,684,0.368457538994801,959,2,1
224,1601,93,17,2137,1.33479075577764,109,552,0.364542936288089,792,2,2
225,98,6,16,169,1.72448979591837,20,29,0.660714285714286,49,0,5
226,643,27,23,967,1.50388802488336,118,218,0.523012552301255,377,1,3
227,53,7,7,78,1.47169811320755,5,20,0.742424242424242,23,2,2
228,53,7,7,81,1.52830188679245,8,18,0.742424242424242,23,2,2
229,98,6,16,167,1.70408163265306,20,29,0.660714285714286,49,1,4
230,4573,200,22,6471,1.41504482834026,504,1485,0.282914764079148,2538,2,2
231,98,6,16,174,1.77551020408163,20,29,0.660714285714286,49,0,5
232,53,7,7,78,1.47169811320755,5,20,0.742424242424242,23,2,2
233,53,7,7,81,1.52830188679245,8,18,0.742424242424242,23,2,2
234,53,7,7,81,1.52830188679245,8,17,0.742424242424242,23,2,2
235,3368,146,23,4974,1.47684085510689,455,1183,0.333162217659138,1849,1,3
236,1993,86,23,2917,1.46362267937782,278,671,0.409536541889483,962,1,3
237,1418,54,26,2318,1.63469675599436,306,452,0.442124105011933,770,0,5
238,4,1,4,9,2.25,2,3,0.5,2,0,6
239,1395,63,22,2145,1.53763440860215,199,401,0.410906785034876,732,1,4
240,98,6,16,173,1.76530612244898,20,29,0.660714285714286,49,0,5
241,16,2,8,40,2.5,4,6,0.916666666666667,10,0,6
242,5053,170,29,6922,1.36987927963586,532,1684,0.344177193286036,2705,1,3
243,1864,116,16,2739,1.46942060085837,190,768,0.314247069431921,837,2,2
244,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
245,41,5,8,56,1.36585365853659,6,17,0.836734693877551,23,2,1
246,53,7,7,79,1.49056603773585,8,20,0.742424242424242,23,2,2
247,16551,1196,13,27926,1.68726965138058,3699,6509,0.266428508423745,5922,1,4
248,1723,55,31,2914,1.6912362159025,369,651,0.383808095952024,919,0,5
249,1114,33,33,1949,1.74955116696589,225,436,0.497592295345104,565,0,6
250,98,6,16,173,1.76530612244898,20,29,0.660714285714286,49,0,5
251,2929,170,17,4758,1.624445203141,428,1214,0.245215311004785,1553,1,4
252,349,30,11,755,2.16332378223496,105,146,0.64735516372796,132,0,6
253,1338,56,23,2204,1.64723467862481,243,495,0.41897233201581,701,0,5
254,98,6,16,163,1.66326530612245,20,29,0.660714285714286,49,1,4
255,788,36,21,1222,1.5507614213198,133,303,0.4648862512364,433,1,4
256,13,1,13,27,2.07692307692308,4,7,0.933333333333333,7,0,6
257,827,48,17,1263,1.52720677146312,129,350,0.515625,463,1,3
258,53,7,7,75,1.41509433962264,5,18,0.742424242424242,23,2,1
259,98,6,16,162,1.6530612244898,20,29,0.660714285714286,49,1,4
260,1412,10,141,2731,1.93413597733711,411,591,0.465161290322581,762,0,6
261,1295,47,27,1856,1.43320463320463,158,435,0.46583850931677,669,1,3
262,2707,61,44,4977,1.83856667898042,1054,1595,0.402930402930403,474,0,6
263,11,3,3,17,1.54545454545455,1,4,0.933333333333333,7,2,2
264,785,6,130,1442,1.83694267515924,203,305,0.49781181619256,413,0,6
265,2674,142,18,4198,1.56993268511593,412,1032,0.331631024577083,1458,1,4
266,1609,64,25,2401,1.4922311995028,261,594,0.414308595835558,748,1,4
267,2082,114,18,3162,1.51873198847262,295,878,0.333604556550041,1087,1,3
268,53,7,7,80,1.50943396226415,5,20,0.742424242424242,23,2,2
269,383,12,31,559,1.45953002610966,55,156,0.578313253012048,208,1,4
270,1131,44,25,1855,1.64014146772767,228,456,0.422687861271676,565,0,5
271,53,7,7,76,1.43396226415094,5,17,0.742424242424242,23,2,2
272,1386,53,26,2439,1.75974025974026,272,495,0.402697495183044,690,0,5
273,702,32,21,1272,1.81196581196581,167,286,0.532687651331719,402,0,5
274,1253,58,21,2481,1.98004788507582,322,643,0.442083618917066,529,0,6
275,10321,477,21,14808,1.43474469528146,1032,3350,0.207423580786026,5348,2,2
276,94,7,13,142,1.51063829787234,8,43,0.672897196261682,57,2,2
277,24094,1512,15,37139,1.54142110068897,3790,7809,0.165049482608555,10380,1,3
278,930,52,17,1518,1.63225806451613,143,342,0.489400921658986,488,1,4
279,1619,42,38,2328,1.4379246448425,193,563,0.39921392476137,872,1,4
280,675,27,25,1059,1.56888888888889,121,244,0.465863453815261,397,1,4
281,98,6,16,181,1.8469387755102,20,29,0.660714285714286,49,0,5
282,3706,198,18,5868,1.58337830545062,534,1256,0.354808147797252,2046,1,4
283,8319,392,21,12485,1.50078134391153,1162,2726,0.257800352441173,4228,1,3
284,1099,33,33,1670,1.51956323930846,153,431,0.455824863174355,642,0,5
285,1086,20,54,1772,1.6316758747698,206,429,0.536195286195286,621,0,6
286,1435,12,119,2004,1.39651567944251,138,633,0.390062111801242,870,0,6
287,1493,90,16,2249,1.50636302746149,217,517,0.402530189764232,762,1,3
288,1096,82,13,1684,1.53649635036496,134,403,0.438946528332003,559,1,3
289,1766,78,22,2676,1.51528878822197,222,538,0.418946301925025,885,1,3
290,10790,192,56,15181,1.40695088044486,999,4095,0.310608665749656,5628,0,5
291,2014,113,17,3520,1.74776564051639,375,735,0.391959798994975,1016,0,5
292,377,9,41,582,1.54376657824934,58,146,0.536643026004728,185,0,5
293,1484,40,37,2196,1.47978436657682,186,572,0.459889773423148,835,0,5
294,2745,148,18,4504,1.6408014571949,384,984,0.350657683670196,1363,1,4
295,5044,202,24,7421,1.47125297383029,642,1638,0.300193559739574,2613,1,3
296,922,40,23,1232,1.33622559652928,108,341,0.455249569707401,468,2,2
297,852,53,16,1663,1.9518779342723,157,309,0.511340206185567,405,0,6
298,2030,118,17,2544,1.25320197044335,157,798,0.294499783456042,1003,2,1
299,1506,17,88,2286,1.51792828685259,176,653,0.47644603458557,897,0,6
300,94,7,13,142,1.51063829787234,8,43,0.672897196261682,57,2,2
301,1238,14,88,1597,1.28998384491115,114,428,0.452898550724638,581,0,6
302,98,6,16,164,1.6734693877551,20,29,0.660714285714286,49,1,4
303,1629,9,181,2410,1.47943523634131,209,709,0.362162162162162,899,0,6
304,17287,1432,12,26575,1.53728235089952,3008,5683,0.210549014534006,6965,2,2
305,951,38,25,1481,1.55730809674027,161,327,0.420863309352518,537,1,4
306,3471,148,23,5067,1.45980985306828,424,1182,0.251548946716233,1476,1,3
307,842,36,23,1313,1.55938242280285,142,289,0.421370967741936,499,1,4
308,1289,74,17,2264,1.75640031031808,253,451,0.456117021276596,626,0,5
309,1420,49,28,2228,1.56901408450704,219,480,0.416152897657213,771,1,4
310,874,43,20,1601,1.83180778032037,181,291,0.441233140655106,440,0,5
311,862,46,18,1523,1.76682134570766,149,275,0.400195694716243,427,0,5
312,910,45,20,1439,1.58131868131868,151,306,0.423112767940354,467,1,4
313,983,23,42,1513,1.53916581892167,141,332,0.474729241877256,584,0,5
314,2275,118,19,3199,1.40615384615385,244,761,0.349805447470817,1277,2,2
315,98,6,16,173,1.76530612244898,20,29,0.663716814159292,49,0,5
316,1035,10,103,1414,1.36618357487923,110,370,0.398091934084996,560,0,6
317,8,1,8,12,1.5,1,5,1,1,2,2
318,1523,80,19,2539,1.66710439921208,267,520,0.446094609460946,751,1,4
319,3000,168,17,4217,1.40566666666667,325,1063,0.286711334450028,1656,2,2
320,1443,73,19,2138,1.48163548163548,206,486,0.461447212336892,791,1,3
321,1,1,1,3,3,1,2,1,1,0,6
322,1124,38,29,1594,1.41814946619217,139,339,0.426829268292683,596,1,3
323,348,20,17,527,1.51436781609195,46,86,0.648910411622276,134,1,3
324,877,40,21,1342,1.53021664766249,115,297,0.478386167146974,478,1,3
325,98,6,16,164,1.6734693877551,20,29,0.660714285714286,49,1,4
326,16,2,8,38,2.375,4,6,0.916666666666667,10,0,6
327,98,6,16,173,1.76530612244898,20,29,0.660714285714286,49,0,5
328,98,6,16,162,1.6530612244898,20,29,0.660714285714286,49,1,4
329,687,19,36,1156,1.68267831149927,112,265,0.572109654350417,329,0,6
330,931,61,15,1784,1.91621911922664,167,288,0.469792605951308,465,0,6
331,53,7,7,75,1.41509433962264,5,17,0.742424242424242,23,2,1
332,2856,108,26,4540,1.58963585434174,494,933,0.400611620795107,1408,1,4
333,10964,229,47,15382,1.40295512586647,1082,3634,0.312844425604069,5622,0,5
334,6533,450,14,10438,1.59773457829481,1213,2593,0.302118440057776,2572,1,3
335,2484,136,18,3504,1.41062801932367,297,941,0.274825174825175,1198,2,2
336,8,1,8,14,1.75,2,6,1,2,1,4
337,502,15,33,794,1.58167330677291,83,179,0.51219512195122,297,0,5
338,12749,280,45,18093,1.41917013099067,1185,4779,0.316574905824399,6775,0,5
339,1795,78,23,2691,1.4991643454039,241,589,0.447870778267254,934,1,3
340,98,6,16,162,1.6530612244898,20,29,0.660714285714286,49,1,4
341,1793,51,35,2632,1.46793084216397,236,616,0.379156327543424,1003,1,4
342,1025,57,17,1446,1.41073170731707,97,342,0.366776315789474,563,2,2
343,1761,58,30,2622,1.48892674616695,233,599,0.377406281661601,907,1,4
344,740,39,18,1431,1.93378378378378,151,272,0.447072072072072,336,0,6
345,1011,55,18,1876,1.85558852621167,186,396,0.472696245733788,475,0,5
346,3068,254,12,4349,1.41753585397653,434,1310,0.268525496106506,579,2,2
347,705,27,26,1203,1.7063829787234,114,257,0.490351872871737,354,0,5
348,1114,28,39,1513,1.35816876122083,116,336,0.487530168946098,626,1,4
349,2076,78,26,3272,1.57610789980732,343,695,0.417087542087542,1054,1,4
350,147,7,21,242,1.64625850340136,23,31,0.725714285714286,23,1,4
351,1055,7,150,1544,1.46350710900474,134,444,0.378143972246314,602,0,6
352,1134,49,23,1826,1.61022927689594,164,444,0.374096385542169,694,1,4
353,98,6,16,187,1.90816326530612,20,29,0.660714285714286,49,0,6
354,839,36,23,1227,1.46245530393325,108,307,0.437044745057232,466,1,3
355,0,1,0,0,1,0,1,0.1,0,2,0
356,1535,8,191,2210,1.43973941368078,195,598,0.379428571428571,870,0,6
357,2199,41,53,3406,1.54888585720782,328,702,0.397430906967692,1082,0,6
358,105,5,21,118,1.12380952380952,8,44,0.547619047619048,64,2,0
359,1042,40,26,1430,1.37236084452975,132,362,0.440731901352426,520,2,2
360,19075,1587,12,30771,1.61315858453473,3268,6312,0.201128783991791,7891,1,3
361,2290,136,16,3107,1.35676855895197,228,759,0.360981308411215,1124,2,2
362,1449,22,65,2029,1.40027605244997,186,457,0.496745117676515,577,0,6
363,235,20,11,366,1.55744680851064,30,62,0.669117647058823,73,1,3
364,8,1,8,15,1.875,2,4,1,1,0,5
365,1786,59,30,3316,1.85666293393057,339,626,0.541729893778452,744,0,6
366,457,32,14,1010,2.21006564551422,114,199,0.617647058823529,196,0,6
367,16,2,8,33,2.0625,3,6,0.91304347826087,10,0,6
368,2554,85,30,3715,1.45458104933438,316,934,0.36241610738255,1252,1,4
369,2028,120,16,2636,1.29980276134122,118,488,0.441124780316344,563,2,1
370,2478,45,55,3836,1.54802259887006,300,645,0.222110552763819,1108,0,6
371,2701,23,117,3810,1.41058867086264,244,797,0.393703343070432,1105,0,6
372,2017,102,19,2351,1.16559246405553,134,582,0.327686134641106,817,2,1
373,910,35,26,1531,1.68241758241758,138,331,0.536893203883495,422,0,5
374,2002,115,17,2625,1.31118881118881,180,704,0.344873501997337,970,2,2
375,2935,40,73,4103,1.39795570698467,264,881,0.37814371257485,1202,0,6
376,98,6,16,164,1.6734693877551,20,29,0.660714285714286,49,1,4
